0,1
Dataset\words\b01\b01-118\b01-118-06-07.png,them
Dataset\words\a04\a04-089\a04-089-08-03.png,much
Dataset\words\c06\c06-083\c06-083-03-00.png,Mr.
Dataset\words\a05\a05-113\a05-113-00-07.png,that
Dataset\words\e04\e04-114\e04-114-03-04.png,piece
Dataset\words\a06\a06-014\a06-014-07-02.png,","
Dataset\words\c04\c04-066\c04-066-01-02.png,something
Dataset\words\c03\c03-081d\c03-081d-03-00.png,in
Dataset\words\a02\a02-086\a02-086-06-07.png,done
Dataset\words\c06\c06-043\c06-043-00-01.png,he
Dataset\words\a03\a03-006\a03-006-07-01.png,known
Dataset\words\c02\c02-059\c02-059-02-06.png,and
Dataset\words\b04\b04-187\b04-187-01-04.png,Barry
Dataset\words\c06\c06-083\c06-083-01-03.png,too
Dataset\words\b06\b06-000\b06-000-06-02.png,breaking
Dataset\words\c03\c03-094b\c03-094b-06-04.png,set
Dataset\words\c04\c04-050\c04-050-07-05.png,looked
Dataset\words\a01\a01-014x\a01-014x-04-00.png,British
Dataset\words\a03\a03-020\a03-020-00-04.png,of
Dataset\words\a01\a01-132u\a01-132u-05-02.png,.
Dataset\words\a06\a06-014\a06-014-03-04.png,working
Dataset\words\a06\a06-119\a06-119-07-00.png,the
Dataset\words\a06\a06-124\a06-124-03-08.png,shows
Dataset\words\d07\d07-089\d07-089-02-00.png,Samuel
Dataset\words\a04\a04-072\a04-072-03-00.png,disarmament
Dataset\words\a01\a01-128\a01-128-00-06.png,Ps
Dataset\words\a02\a02-024\a02-024-02-01.png,Economic
Dataset\words\a01\a01-003\a01-003-00-02.png,may
Dataset\words\b06\b06-012\b06-012-02-04.png,Market
Dataset\words\a05\a05-125\a05-125-02-02.png,the
Dataset\words\a03\a03-071\a03-071-03-09.png,would
Dataset\words\b06\b06-056\b06-056-03-01.png,.
Dataset\words\b05\b05-050\b05-050-04-01.png,now
Dataset\words\c04\c04-075\c04-075-04-07.png,of
Dataset\words\b02\b02-013\b02-013-03-05.png,may
Dataset\words\d04\d04-047\d04-047-02-03.png,","
Dataset\words\a03\a03-066\a03-066-01-00.png,remove
Dataset\words\a02\a02-008\a02-008-05-02.png,of
Dataset\words\a04\a04-015\a04-015-04-00.png,close
Dataset\words\c03\c03-084d\c03-084d-05-09.png,Fer-
Dataset\words\a01\a01-011x\a01-011x-08-04.png,on
Dataset\words\c03\c03-021d\c03-021d-00-03.png,pregnant
Dataset\words\a01\a01-043u\a01-043u-01-02.png,.
Dataset\words\c01\c01-066\c01-066-09-04.png,breathless
Dataset\words\d07\d07-102\d07-102-07-05.png,.
Dataset\words\c04\c04-116\c04-116-03-09.png,Whitfield
Dataset\words\c03\c03-094e\c03-094e-02-06.png,Maxwell
Dataset\words\a02\a02-102\a02-102-02-03.png,Toro
Dataset\words\b04\b04-107\b04-107-00-04.png,repent
Dataset\words\b06\b06-093\b06-093-06-01.png,","
Dataset\words\e01\e01-014\e01-014-03-08.png,much
Dataset\words\e07\e07-003\e07-003-02-07.png,by
Dataset\words\a05\a05-062\a05-062-06-09.png,he
Dataset\words\a02\a02-008\a02-008-00-00.png,Seven
Dataset\words\c02\c02-059\c02-059-09-02.png,","
Dataset\words\c04\c04-056\c04-056-04-03.png,.
Dataset\words\e01\e01-059\e01-059-02-03.png,sold
Dataset\words\b04\b04-047\b04-047-00-01.png,says
Dataset\words\b04\b04-081\b04-081-02-04.png,but
Dataset\words\a04\a04-054\a04-054-01-05.png,Union
Dataset\words\b01\b01-018\b01-018-00-03.png,a
Dataset\words\b06\b06-079\b06-079-05-01.png,statement
Dataset\words\a01\a01-058u\a01-058u-05-00.png,And
Dataset\words\e06\e06-026\e06-026-02-01.png,biased
Dataset\words\d06\d06-011\d06-011-08-02.png,there
Dataset\words\b06\b06-097\b06-097-02-06.png,up
Dataset\words\e06\e06-037\e06-037-09-03.png,out
Dataset\words\b04\b04-195\b04-195-00-02.png,be
Dataset\words\c04\c04-028\c04-028-02-09.png,:
Dataset\words\a03\a03-014\a03-014-02-04.png,","
Dataset\words\b01\b01-118\b01-118-05-07.png,Dr.
Dataset\words\b01\b01-089\b01-089-04-05.png,intention
Dataset\words\a03\a03-063\a03-063-03-08.png,Germans
Dataset\words\b04\b04-140\b04-140-08-07.png,adopted
Dataset\words\a01\a01-026u\a01-026u-01-00.png,denied
Dataset\words\c04\c04-080\c04-080-03-02.png,to
Dataset\words\a05\a05-116\a05-116-07-05.png,Sir
Dataset\words\e07\e07-003\e07-003-06-04.png,out
Dataset\words\c03\c03-084b\c03-084b-03-01.png,.
Dataset\words\c02\c02-007\c02-007-06-07.png,of
Dataset\words\c03\c03-007\c03-007-01-03.png,the
Dataset\words\a03\a03-059\a03-059-08-05.png,the
Dataset\words\e04\e04-132\e04-132-02-03.png,into
Dataset\words\a01\a01-113\a01-113-06-04.png,benches
Dataset\words\b05\b05-074\b05-074-04-00.png,them
Dataset\words\c04\c04-098\c04-098-03-14.png,cute
Dataset\words\e04\e04-083\e04-083-06-00.png,the
Dataset\words\d01\d01-098\d01-098-04-13.png,It
Dataset\words\d06\d06-111\d06-111-00-08.png,if
Dataset\words\a05\a05-017\a05-017-05-00.png,cannot
Dataset\words\a01\a01-058x\a01-058x-09-02.png,.
Dataset\words\a01\a01-020\a01-020-06-00.png,are
Dataset\words\c03\c03-094a\c03-094a-01-01.png,pushing
Dataset\words\a04\a04-059\a04-059-07-01.png,in
Dataset\words\d06\d06-020\d06-020-06-07.png,","
Dataset\words\a02\a02-078\a02-078-06-05.png,1959
Dataset\words\a05\a05-013\a05-013-06-01.png,forces
Dataset\words\d06\d06-020\d06-020-04-00.png,them
Dataset\words\e06\e06-053\e06-053-05-02.png,wave
Dataset\words\c06\c06-106\c06-106-03-03.png,.
Dataset\words\d06\d06-027\d06-027-03-06.png,to
Dataset\words\e06\e06-033\e06-033-09-08.png,.
Dataset\words\a01\a01-043x\a01-043x-06-01.png,be
Dataset\words\b06\b06-059\b06-059-08-05.png,bring
Dataset\words\c04\c04-110\c04-110-01-08.png,)
Dataset\words\a05\a05-022\a05-022-00-05.png,be
Dataset\words\b03\b03-098\b03-098-09-01.png,of
Dataset\words\a01\a01-030u\a01-030u-07-03.png,","
Dataset\words\c02\c02-049\c02-049-06-07.png,fizzles
Dataset\words\c02\c02-026\c02-026-00-07.png,almost
Dataset\words\e04\e04-026\e04-026-01-06.png,The
Dataset\words\b06\b06-110\b06-110-04-08.png,by
Dataset\words\c04\c04-023\c04-023-01-00.png,variation
Dataset\words\a05\a05-029\a05-029-00-03.png,to
Dataset\words\a04\a04-054\a04-054-03-08.png,retaliatory
Dataset\words\b01\b01-136\b01-136-06-00.png,without
Dataset\words\e06\e06-006\e06-006-02-04.png,suitability
Dataset\words\a05\a05-022\a05-022-00-04.png,would
Dataset\words\b03\b03-098\b03-098-03-04.png,however
Dataset\words\e07\e07-007\e07-007-00-04.png,pests
Dataset\words\a03\a03-017\a03-017-02-04.png,that
Dataset\words\c03\c03-096e\c03-096e-04-08.png,that
Dataset\words\d01\d01-080\d01-080-02-04.png,are
Dataset\words\a03\a03-040\a03-040-05-08.png,the
Dataset\words\a02\a02-008\a02-008-01-03.png,","
Dataset\words\a01\a01-058\a01-058-00-06.png,tough
Dataset\words\c02\c02-000\c02-000-09-03.png,on
Dataset\words\a02\a02-012\a02-012-02-00.png,son
Dataset\words\e04\e04-099\e04-099-06-05.png,is
Dataset\words\e01\e01-055\e01-055-06-05.png,","
Dataset\words\a05\a05-099\a05-099-02-12.png,.
Dataset\words\d07\d07-096\d07-096-08-01.png,the
Dataset\words\c03\c03-003c\c03-003c-08-04.png,a
Dataset\words\e04\e04-127\e04-127-04-00.png,WHEN
Dataset\words\d06\d06-091\d06-091-09-01.png,to
Dataset\words\c03\c03-007\c03-007-00-02.png,Taste
Dataset\words\b04\b04-147\b04-147-07-03.png,Mr.
Dataset\words\d01\d01-049\d01-049-04-04.png,the
Dataset\words\b04\b04-140\b04-140-04-02.png,Throughout
Dataset\words\a01\a01-011\a01-011-05-08.png,","
Dataset\words\a02\a02-106\a02-106-08-04.png,recommended
Dataset\words\a06\a06-008\a06-008-04-09.png,a
Dataset\words\a01\a01-026u\a01-026u-04-04.png,has
Dataset\words\a05\a05-121\a05-121-02-03.png,the
Dataset\words\a01\a01-117u\a01-117u-00-00.png,In
Dataset\words\c06\c06-095\c06-095-06-03.png,one
Dataset\words\d06\d06-113\d06-113-04-03.png,.
Dataset\words\d06\d06-060\d06-060-00-01.png,of
Dataset\words\c06\c06-111\c06-111-02-02.png,is
Dataset\words\c06\c06-076\c06-076-04-05.png,It
Dataset\words\a04\a04-103\a04-103-00-00.png,The
Dataset\words\a01\a01-102\a01-102-09-02.png,real
Dataset\words\e04\e04-004\e04-004-01-01.png,as
Dataset\words\c04\c04-066\c04-066-07-07.png,-
Dataset\words\c03\c03-096d\c03-096d-05-07.png,not
Dataset\words\a01\a01-000u\a01-000u-02-07.png,of
Dataset\words\a01\a01-014u\a01-014u-06-04.png,his
Dataset\words\e04\e04-114\e04-114-03-00.png,screwing
Dataset\words\b06\b06-100\b06-100-07-03.png,to
Dataset\words\d06\d06-020\d06-020-04-01.png,and
Dataset\words\d06\d06-107\d06-107-06-05.png,mean
Dataset\words\b03\b03-025\b03-025-04-01.png,it
Dataset\words\c02\c02-056\c02-056-00-02.png,is
Dataset\words\b01\b01-118\b01-118-08-02.png,.
Dataset\words\a05\a05-039\a05-039-07-05.png,with
Dataset\words\b04\b04-169\b04-169-04-01.png,Savings
Dataset\words\a06\a06-119\a06-119-02-05.png,#
Dataset\words\d04\d04-005\d04-005-02-07.png,the
Dataset\words\c04\c04-061\c04-061-01-04.png,the
Dataset\words\d06\d06-025\d06-025-06-02.png,","
Dataset\words\b01\b01-004\b01-004-03-01.png,later
Dataset\words\a04\a04-096\a04-096-05-05.png,He
Dataset\words\a01\a01-122u\a01-122u-00-06.png,to
Dataset\words\a06\a06-128\a06-128-02-05.png,appeal
Dataset\words\b02\b02-102\b02-102-00-02.png,Western
Dataset\words\e01\e01-107\e01-107-06-05.png,you
Dataset\words\d04\d04-047\d04-047-06-01.png,God
Dataset\words\b02\b02-097\b02-097-07-04.png,the
Dataset\words\e02\e02-074\e02-074-03-02.png,household
Dataset\words\c04\c04-116\c04-116-02-08.png,Pan
Dataset\words\c06\c06-027\c06-027-05-01.png,Avenue
Dataset\words\e07\e07-007\e07-007-05-01.png,used
Dataset\words\a04\a04-015\a04-015-04-04.png,two
Dataset\words\a01\a01-043x\a01-043x-03-02.png,aroused
Dataset\words\a01\a01-030x\a01-030x-08-01.png,to
Dataset\words\e04\e04-052\e04-052-01-03.png,screws
Dataset\words\e04\e04-103\e04-103-06-08.png,chine
Dataset\words\a02\a02-027\a02-027-05-08.png,.
Dataset\words\a04\a04-096\a04-096-03-05.png,to
Dataset\words\d01\d01-056\d01-056-06-07.png,could
Dataset\words\e06\e06-049\e06-049-01-00.png,appear
Dataset\words\a02\a02-042\a02-042-02-07.png,where
Dataset\words\d01\d01-052\d01-052-00-05.png,certainly
Dataset\words\d05\d05-008\d05-008-07-01.png,little
Dataset\words\c06\c06-005\c06-005-02-06.png,There
Dataset\words\a05\a05-039\a05-039-08-02.png,.
Dataset\words\d04\d04-111\d04-111-07-09.png,(
Dataset\words\c04\c04-061\c04-061-02-05.png,to
Dataset\words\e02\e02-086\e02-086-00-11.png,begin
Dataset\words\a04\a04-003\a04-003-03-00.png,visit
Dataset\words\a03\a03-034\a03-034-00-00.png,Members
Dataset\words\a04\a04-010\a04-010-01-06.png,in
Dataset\words\a05\a05-089\a05-089-01-00.png,severely
Dataset\words\b04\b04-081\b04-081-02-02.png,cause
Dataset\words\d06\d06-050\d06-050-00-10.png,feel
Dataset\words\c03\c03-081c\c03-081c-03-08.png,beautiful
Dataset\words\a05\a05-094\a05-094-01-07.png,one
Dataset\words\d04\d04-012\d04-012-05-09.png,worm
Dataset\words\d06\d06-060\d06-060-03-00.png,and
Dataset\words\a01\a01-058u\a01-058u-03-05.png,that
Dataset\words\a06\a06-020\a06-020-01-03.png,to
Dataset\words\e04\e04-099\e04-099-05-02.png,.
Dataset\words\a01\a01-096u\a01-096u-08-01.png,principle
Dataset\words\a01\a01-122u\a01-122u-04-02.png,into
Dataset\words\b04\b04-010\b04-010-04-02.png,careful
Dataset\words\e02\e02-074\e02-074-03-03.png,items
Dataset\words\d06\d06-060\d06-060-06-00.png,no
Dataset\words\c06\c06-011\c06-011-01-04.png,by
Dataset\words\a05\a05-084\a05-084-04-00.png,temperature
Dataset\words\c04\c04-139\c04-139-06-01.png,Rhodesia
Dataset\words\c06\c06-095\c06-095-01-00.png,""""
Dataset\words\a03\a03-014\a03-014-01-00.png,of
Dataset\words\b05\b05-038\b05-038-07-04.png,trade
Dataset\words\e06\e06-033\e06-033-08-05.png,the
Dataset\words\c04\c04-066\c04-066-04-03.png,so
Dataset\words\b06\b06-032\b06-032-01-03.png,But
Dataset\words\a04\a04-000\a04-000-06-01.png,American
Dataset\words\a01\a01-096u\a01-096u-04-04.png,43
Dataset\words\c03\c03-000f\c03-000f-06-05.png,this
Dataset\words\c03\c03-016a\c03-016a-01-05.png,.
Dataset\words\d06\d06-091\d06-091-07-06.png,have
Dataset\words\b01\b01-033\b01-033-02-07.png,-
Dataset\words\c02\c02-022\c02-022-08-01.png,.
Dataset\words\c03\c03-016c\c03-016c-02-01.png,lives
Dataset\words\d04\d04-086\d04-086-01-11.png,which
Dataset\words\b06\b06-110\b06-110-01-01.png,unskilled
Dataset\words\e04\e04-052\e04-052-00-07.png,galvanised
Dataset\words\c03\c03-007b\c03-007b-03-07.png,and
Dataset\words\a04\a04-085\a04-085-00-00.png,Suggesting
Dataset\words\b01\b01-038\b01-038-08-02.png,Germany
Dataset\words\b03\b03-092\b03-092-05-09.png,the
Dataset\words\a06\a06-004\a06-004-07-03.png,who
Dataset\words\a04\a04-047\a04-047-02-06.png,round
Dataset\words\b03\b03-098\b03-098-01-09.png,tempe-
Dataset\words\d04\d04-066\d04-066-04-08.png,""""
Dataset\words\a01\a01-117\a01-117-04-01.png,Mr.
Dataset\words\e01\e01-059\e01-059-03-04.png,the
Dataset\words\c02\c02-049\c02-049-10-01.png,)
Dataset\words\b05\b05-098\b05-098-03-04.png,be
Dataset\words\e02\e02-082\e02-082-00-04.png,certainly
Dataset\words\d01\d01-085\d01-085-04-01.png,.
Dataset\words\c02\c02-059\c02-059-05-02.png,audience
Dataset\words\e04\e04-124\e04-124-01-11.png,seats
Dataset\words\c06\c06-076\c06-076-05-06.png,its
Dataset\words\d01\d01-098\d01-098-05-04.png,form
Dataset\words\a03\a03-047\a03-047-07-04.png,father
Dataset\words\e04\e04-011\e04-011-02-09.png,fixed
Dataset\words\a01\a01-117u\a01-117u-02-02.png,it
Dataset\words\a05\a05-089\a05-089-10-01.png,Minister
Dataset\words\e04\e04-004\e04-004-04-06.png,The
Dataset\words\a01\a01-087\a01-087-03-00.png,unemotional
Dataset\words\c03\c03-081c\c03-081c-06-07.png,and
Dataset\words\a02\a02-093\a02-093-03-06.png,and
Dataset\words\e01\e01-059\e01-059-00-01.png,some
Dataset\words\e02\e02-000\e02-000-06-02.png,the
Dataset\words\d01\d01-016\d01-016-00-03.png,that
Dataset\words\a01\a01-122u\a01-122u-04-00.png,full
Dataset\words\c04\c04-066\c04-066-00-11.png,got
Dataset\words\b04\b04-020\b04-020-00-03.png,and
Dataset\words\e06\e06-037\e06-037-00-03.png,behaviour
Dataset\words\d06\d06-050\d06-050-04-09.png,sense
Dataset\words\b05\b05-038\b05-038-03-06.png,spin
Dataset\words\e04\e04-043\e04-043-02-04.png,especially
Dataset\words\a05\a05-094\a05-094-08-00.png,Healey
Dataset\words\a03\a03-073\a03-073-08-02.png,","
Dataset\words\a04\a04-085\a04-085-08-04.png,.
Dataset\words\a02\a02-086\a02-086-07-01.png,to
Dataset\words\a01\a01-132u\a01-132u-03-01.png,the
Dataset\words\c03\c03-084e\c03-084e-01-04.png,value
Dataset\words\d04\d04-005\d04-005-03-02.png,not
Dataset\words\a03\a03-054\a03-054-07-02.png,recent
Dataset\words\d04\d04-047\d04-047-02-00.png,summons
Dataset\words\a02\a02-000\a02-000-03-07.png,.
Dataset\words\b04\b04-066\b04-066-01-03.png,orders
Dataset\words\b04\b04-075\b04-075-03-08.png,have
Dataset\words\d04\d04-016\d04-016-08-01.png,God
Dataset\words\a05\a05-073\a05-073-09-04.png,undertaken
Dataset\words\d07\d07-089\d07-089-08-05.png,the
Dataset\words\a06\a06-070\a06-070-03-01.png,without
Dataset\words\c04\c04-116\c04-116-01-02.png,He
Dataset\words\b03\b03-114\b03-114-02-06.png,habits
Dataset\words\e07\e07-007\e07-007-05-03.png,gardeners
Dataset\words\b01\b01-033\b01-033-00-06.png,have
Dataset\words\c02\c02-000\c02-000-06-05.png,.
Dataset\words\d05\d05-040\d05-040-04-06.png,","
Dataset\words\b05\b05-017\b05-017-02-05.png,about
Dataset\words\d04\d04-032\d04-032-05-05.png,for
Dataset\words\e01\e01-092\e01-092-07-03.png,is
Dataset\words\c02\c02-000\c02-000-00-07.png,fatal
Dataset\words\d04\d04-075\d04-075-09-03.png,I
Dataset\words\b06\b06-071\b06-071-06-01.png,been
Dataset\words\c03\c03-081c\c03-081c-04-03.png,but
Dataset\words\c04\c04-039\c04-039-08-01.png,of
Dataset\words\b06\b06-059\b06-059-08-04.png,can
Dataset\words\c04\c04-035\c04-035-03-01.png,river
Dataset\words\c04\c04-000\c04-000-04-06.png,.
Dataset\words\a05\a05-013\a05-013-07-01.png,out
Dataset\words\a02\a02-027\a02-027-08-04.png,here
Dataset\words\a04\a04-003\a04-003-06-04.png,the
Dataset\words\c02\c02-017\c02-017-06-01.png,to
Dataset\words\a02\a02-120\a02-120-04-01.png,discussed
Dataset\words\e04\e04-095\e04-095-00-01.png,skeleton
Dataset\words\b06\b06-036\b06-036-04-01.png,up
Dataset\words\b01\b01-073\b01-073-09-07.png,","
Dataset\words\b05\b05-079\b05-079-00-01.png,concept
Dataset\words\b05\b05-067\b05-067-04-07.png,betrayed
Dataset\words\c03\c03-000d\c03-000d-04-02.png,also
Dataset\words\c03\c03-087c\c03-087c-02-01.png,inevitability
Dataset\words\c03\c03-021d\c03-021d-09-02.png,looking
Dataset\words\b06\b06-012\b06-012-01-00.png,will
Dataset\words\c02\c02-082\c02-082-01-03.png,(
Dataset\words\c04\c04-008\c04-008-01-07.png,Monroe
Dataset\words\e02\e02-086\e02-086-00-03.png,the
Dataset\words\d06\d06-011\d06-011-09-04.png,than
Dataset\words\a05\a05-022\a05-022-03-02.png,least
Dataset\words\b06\b06-019\b06-019-07-01.png,be
Dataset\words\c03\c03-021a\c03-021a-02-05.png,moved
Dataset\words\e01\e01-119\e01-119-04-03.png,to
Dataset\words\b01\b01-044\b01-044-01-00.png,as
Dataset\words\d05\d05-008\d05-008-07-03.png,from
Dataset\words\a01\a01-117\a01-117-07-03.png,against
Dataset\words\b05\b05-062\b05-062-03-11.png,just
Dataset\words\d06\d06-076\d06-076-03-13.png,.
Dataset\words\c03\c03-094c\c03-094c-03-04.png,events
Dataset\words\a01\a01-053u\a01-053u-00-02.png,these
Dataset\words\a03\a03-073\a03-073-11-02.png,see
Dataset\words\a06\a06-134\a06-134-05-09.png,","
Dataset\words\d04\d04-101\d04-101-02-08.png,dipping-in
Dataset\words\c02\c02-049\c02-049-06-06.png,work
Dataset\words\a01\a01-014x\a01-014x-09-02.png,Chequers
Dataset\words\c03\c03-094a\c03-094a-05-06.png,they
Dataset\words\b06\b06-045\b06-045-00-00.png,For
Dataset\words\a02\a02-027\a02-027-07-04.png,resumed
Dataset\words\b04\b04-134\b04-134-04-00.png,Thousands
Dataset\words\a02\a02-000\a02-000-01-02.png,negotiate
Dataset\words\e06\e06-003\e06-003-00-04.png,that
Dataset\words\a05\a05-013\a05-013-05-03.png,tradition
Dataset\words\d06\d06-063\d06-063-00-01.png,the
Dataset\words\b06\b06-042\b06-042-08-05.png,Scar-
Dataset\words\c01\c01-014\c01-014-09-05.png,successfully
Dataset\words\a05\a05-080\a05-080-00-03.png,that
Dataset\words\b03\b03-025\b03-025-00-05.png,of
Dataset\words\e01\e01-018\e01-018-05-05.png,satin
Dataset\words\d06\d06-008\d06-008-00-01.png,ridicule
Dataset\words\c04\c04-044\c04-044-05-01.png,act
Dataset\words\a01\a01-043\a01-043-00-05.png,will
Dataset\words\e01\e01-029\e01-029-04-08.png,tablecloths
Dataset\words\c06\c06-031\c06-031-03-03.png,Salvation
Dataset\words\a01\a01-122u\a01-122u-01-02.png,","
Dataset\words\e06\e06-006\e06-006-02-06.png,ground
Dataset\words\b04\b04-040\b04-040-02-09.png,to
Dataset\words\c02\c02-035\c02-035-01-05.png,for
Dataset\words\c04\c04-066\c04-066-08-00.png,record
Dataset\words\a01\a01-072u\a01-072u-07-04.png,the
Dataset\words\b03\b03-098\b03-098-02-04.png,in
Dataset\words\c03\c03-094c\c03-094c-05-08.png,from
Dataset\words\c02\c02-012\c02-012-02-02.png,accuracy
Dataset\words\c03\c03-084b\c03-084b-03-03.png,night's
Dataset\words\c04\c04-150\c04-150-03-02.png,.
Dataset\words\b01\b01-132\b01-132-04-00.png,to
Dataset\words\d01\d01-080\d01-080-01-09.png,of
Dataset\words\a01\a01-007\a01-007-07-03.png,face
Dataset\words\e04\e04-109\e04-109-00-09.png,)
Dataset\words\a02\a02-082\a02-082-00-08.png,supporters
Dataset\words\e04\e04-124\e04-124-04-09.png,not
Dataset\words\a04\a04-019\a04-019-06-05.png,maintaining
Dataset\words\c03\c03-096d\c03-096d-00-07.png,arose
Dataset\words\a05\a05-004\a05-004-06-04.png,administrative
Dataset\words\a04\a04-015\a04-015-01-03.png,the
Dataset\words\b03\b03-109\b03-109-05-00.png,public
Dataset\words\c03\c03-081b\c03-081b-07-02.png,and
Dataset\words\e04\e04-062\e04-062-00-00.png,This
Dataset\words\a02\a02-032\a02-032-02-08.png,beginning
Dataset\words\e01\e01-107\e01-107-09-01.png,the
Dataset\words\c03\c03-016b\c03-016b-08-06.png,leaves
Dataset\words\a01\a01-063u\a01-063u-01-09.png,.
Dataset\words\e04\e04-000\e04-000-03-07.png,the
Dataset\words\d06\d06-020\d06-020-05-09.png,can
Dataset\words\d07\d07-082\d07-082-02-07.png,careful
Dataset\words\a01\a01-077u\a01-077u-07-07.png,answer
Dataset\words\d06\d06-113\d06-113-04-00.png,matter
Dataset\words\e04\e04-015\e04-015-03-01.png,pieces
Dataset\words\b05\b05-062\b05-062-00-08.png,my
Dataset\words\e01\e01-086\e01-086-00-09.png,to
Dataset\words\e07\e07-007\e07-007-01-08.png,Lady-
Dataset\words\c03\c03-084a\c03-084a-02-03.png,without
Dataset\words\b06\b06-008\b06-008-02-00.png,Defence
Dataset\words\b06\b06-019\b06-019-05-02.png,the
Dataset\words\a01\a01-058\a01-058-07-00.png,Germany
Dataset\words\c06\c06-031\c06-031-04-07.png,.
Dataset\words\a05\a05-094\a05-094-01-06.png,remind
Dataset\words\b04\b04-128\b04-128-01-01.png,comes
Dataset\words\c03\c03-094d\c03-094d-09-06.png,","
Dataset\words\a06\a06-070\a06-070-03-00.png,Community
Dataset\words\b04\b04-047\b04-047-01-02.png,England
Dataset\words\a05\a05-116\a05-116-06-02.png,limited
Dataset\words\a01\a01-058\a01-058-07-03.png,more
Dataset\words\a01\a01-087\a01-087-05-04.png,One
Dataset\words\a01\a01-007x\a01-007x-00-02.png,","
Dataset\words\a06\a06-014\a06-014-00-06.png,Sir
Dataset\words\e06\e06-010\e06-010-03-00.png,in
Dataset\words\b05\b05-038\b05-038-01-04.png,that
Dataset\words\a01\a01-091\a01-091-07-01.png,that
Dataset\words\a06\a06-051\a06-051-03-09.png,got
Dataset\words\c03\c03-007e\c03-007e-07-01.png,memory
Dataset\words\b04\b04-066\b04-066-00-02.png,demonstration
Dataset\words\a01\a01-087\a01-087-08-02.png,first
Dataset\words\b06\b06-110\b06-110-00-03.png,is
Dataset\words\e04\e04-114\e04-114-05-09.png,apart
Dataset\words\b04\b04-010\b04-010-04-06.png,of
Dataset\words\c03\c03-084e\c03-084e-07-04.png,.
Dataset\words\a04\a04-023\a04-023-03-02.png,.
Dataset\words\a04\a04-066\a04-066-04-02.png,supporters
Dataset\words\a02\a02-020\a02-020-00-06.png,yesterday
Dataset\words\b04\b04-181\b04-181-06-02.png,trade
Dataset\words\d06\d06-104\d06-104-06-01.png,this
Dataset\words\a01\a01-082u\a01-082u-05-02.png,development
Dataset\words\b04\b04-010\b04-010-08-03.png,before
Dataset\words\e04\e04-099\e04-099-02-05.png,boat
Dataset\words\b06\b06-053\b06-053-00-02.png,have
Dataset\words\b04\b04-040\b04-040-00-09.png,himself
Dataset\words\c03\c03-087d\c03-087d-01-05.png,by
Dataset\words\e04\e04-127\e04-127-05-03.png,of
Dataset\words\b04\b04-060\b04-060-02-06.png,to
Dataset\words\d04\d04-075\d04-075-08-05.png,","
Dataset\words\a06\a06-147\a06-147-04-14.png,tragic
Dataset\words\e06\e06-049\e06-049-07-03.png,period
Dataset\words\e06\e06-033\e06-033-07-09.png,has
Dataset\words\b06\b06-071\b06-071-01-06.png,on
Dataset\words\a01\a01-020\a01-020-00-03.png,on
Dataset\words\a01\a01-014x\a01-014x-09-01.png,at
Dataset\words\d03\d03-117\d03-117-05-00.png,construction
Dataset\words\a01\a01-026u\a01-026u-08-06.png,Central
Dataset\words\e04\e04-119\e04-119-01-01.png,rubbing
Dataset\words\c06\c06-116\c06-116-05-05.png,team
Dataset\words\e07\e07-003\e07-003-03-04.png,Research
Dataset\words\b06\b06-071\b06-071-08-06.png,Labour
Dataset\words\e07\e07-007\e07-007-06-03.png,offer
Dataset\words\c02\c02-082\c02-082-03-01.png,certificate
Dataset\words\a05\a05-004\a05-004-00-08.png,is
Dataset\words\b01\b01-023\b01-023-02-04.png,Western
Dataset\words\e06\e06-053\e06-053-08-03.png,some
Dataset\words\a01\a01-000x\a01-000x-03-00.png,Foot
Dataset\words\c06\c06-091\c06-091-00-06.png,takes
Dataset\words\e06\e06-026\e06-026-03-02.png,.
Dataset\words\e04\e04-119\e04-119-03-10.png,boat
Dataset\words\d06\d06-003\d06-003-00-13.png,child
Dataset\words\b04\b04-140\b04-140-02-00.png,After
Dataset\words\a01\a01-011x\a01-011x-08-03.png,insisting
Dataset\words\c03\c03-087e\c03-087e-06-03.png,if
Dataset\words\d04\d04-012\d04-012-06-02.png,Shamir
Dataset\words\a02\a02-106\a02-106-02-02.png,Mr.
Dataset\words\a01\a01-122\a01-122-02-08.png,""""
Dataset\words\a05\a05-073\a05-073-08-08.png,had
Dataset\words\b06\b06-064\b06-064-08-02.png,campaign
Dataset\words\a05\a05-089\a05-089-04-08.png,Secretary
Dataset\words\a04\a04-050\a04-050-03-04.png,which
Dataset\words\b01\b01-079\b01-079-07-01.png,through
Dataset\words\a06\a06-004\a06-004-01-00.png,to
Dataset\words\a01\a01-128\a01-128-01-03.png,-
Dataset\words\c04\c04-139\c04-139-00-09.png,of
Dataset\words\b04\b04-066\b04-066-04-09.png,optimists
Dataset\words\d04\d04-131\d04-131-02-06.png,it
Dataset\words\c04\c04-056\c04-056-02-02.png,were
Dataset\words\c03\c03-081a\c03-081a-05-00.png,heard
Dataset\words\a04\a04-103\a04-103-08-01.png,accepted
Dataset\words\b04\b04-047\b04-047-03-05.png,four
Dataset\words\d04\d04-028\d04-028-00-11.png,","
Dataset\words\a05\a05-121\a05-121-01-05.png,.
Dataset\words\a03\a03-063\a03-063-05-06.png,it
Dataset\words\c03\c03-007e\c03-007e-04-00.png,grounds
Dataset\words\a05\a05-104\a05-104-08-01.png,temple
Dataset\words\d04\d04-121\d04-121-02-02.png,to
